id,commit_id,commit_url,owner,repo,sha,source_id,text_id,sentence_id,source,source_url,artifact_kind,artifact_number,class_name,text,sentence,run_labels,final_labels
42645850_5_1_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,1,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#title,add_ref_issue_info_title,45377.0,,Custom Spring Security firewall is lost when using spring-boot-cloudfoundry and Actuator in a reactive web application,Custom Spring Security firewall is lost when using spring-boot-cloudfoundry and Actuator in a reactive web application,"['NEED', 'NEED', 'NEED']",NEED
42645850_5_2_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,2,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#body,add_ref_issue_info_body,45377.0,,"Spring security fixed an issue in WebFilterChainProxy by allowing clients to override the default instance of the firewall field (ServerWebExchangeFirewall) with whatever client wants to or adjust the behavior of the default StrictServerWebExchangeFirewall instance:

https://github.com/spring-projects/spring-security/issues/15974

However ReactiveCloudFoundryActuatorAutoConfiguration in the postProcess method overrides the default WebFilterChainProxy bean with new instance and ignoring any overrides of firewall the old bean had.

This causes apps that run on cloud foundry to not run the same way as they would outside of cloud foundry, and require my to disable cloud foundry management endpoints.

I think that's a bug

```
management:
  cloudfoundry:
    enabled: false
```

To test this behavior localy, set the VCAP_APPLICATION environment variable to something, json like.","Spring security fixed an issue in WebFilterChainProxy by allowing clients to override the default instance of the firewall field (ServerWebExchangeFirewall) with whatever client wants to or adjust the behavior of the default StrictServerWebExchangeFirewall instance:

https://github.com/spring-projects/spring-security/issues/15974

However ReactiveCloudFoundryActuatorAutoConfiguration in the postProcess method overrides the default WebFilterChainProxy bean with new instance and ignoring any overrides of firewall the old bean had.

This causes apps that run on cloud foundry to not run the same way as they would outside of cloud foundry, and require my to disable cloud foundry management endpoints.","['NEED', 'NEED', 'NEED']",NEED
42645850_5_2_1,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,2,1,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#body,add_ref_issue_info_body,45377.0,,"Spring security fixed an issue in WebFilterChainProxy by allowing clients to override the default instance of the firewall field (ServerWebExchangeFirewall) with whatever client wants to or adjust the behavior of the default StrictServerWebExchangeFirewall instance:

https://github.com/spring-projects/spring-security/issues/15974

However ReactiveCloudFoundryActuatorAutoConfiguration in the postProcess method overrides the default WebFilterChainProxy bean with new instance and ignoring any overrides of firewall the old bean had.

This causes apps that run on cloud foundry to not run the same way as they would outside of cloud foundry, and require my to disable cloud foundry management endpoints.

I think that's a bug

```
management:
  cloudfoundry:
    enabled: false
```

To test this behavior localy, set the VCAP_APPLICATION environment variable to something, json like.","I think that's a bug

```
management:
  cloudfoundry:
    enabled: false
```

To test this behavior localy, set the VCAP_APPLICATION environment variable to something, json like.","['NEED', '', '']",
42645850_5_3_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,3,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855645638,add_ref_issue_info_comment,45377.0,,"It looks like we might be quite limited in how we can fix this without some Spring Security updates. It doesn't look like we can get the existing value of the `firewall` field. The `setFilterChainDecorator` looks like it might be useful, but I don't think we can use it because it replaces the existing decorator.

@jzheaux Do you have any suggestions?",It looks like we might be quite limited in how we can fix this without some Spring Security updates.,"['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_3_1,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,3,1,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855645638,add_ref_issue_info_comment,45377.0,,"It looks like we might be quite limited in how we can fix this without some Spring Security updates. It doesn't look like we can get the existing value of the `firewall` field. The `setFilterChainDecorator` looks like it might be useful, but I don't think we can use it because it replaces the existing decorator.

@jzheaux Do you have any suggestions?",It doesn't look like we can get the existing value of the `firewall` field.,"['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_3_2,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,3,2,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855645638,add_ref_issue_info_comment,45377.0,,"It looks like we might be quite limited in how we can fix this without some Spring Security updates. It doesn't look like we can get the existing value of the `firewall` field. The `setFilterChainDecorator` looks like it might be useful, but I don't think we can use it because it replaces the existing decorator.

@jzheaux Do you have any suggestions?","The `setFilterChainDecorator` looks like it might be useful, but I don't think we can use it because it replaces the existing decorator.","['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_3_3,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,3,3,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855645638,add_ref_issue_info_comment,45377.0,,"It looks like we might be quite limited in how we can fix this without some Spring Security updates. It doesn't look like we can get the existing value of the `firewall` field. The `setFilterChainDecorator` looks like it might be useful, but I don't think we can use it because it replaces the existing decorator.

@jzheaux Do you have any suggestions?",@jzheaux Do you have any suggestions?,"['', '', '']",
42645850_5_4_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,4,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855763075,add_ref_issue_info_comment,45377.0,,"@philwebb , can you not do same as the security folks?

```
	@Bean(SPRING_SECURITY_WEBFILTERCHAINFILTER_BEAN_NAME)
	@Order(WEB_FILTER_CHAIN_FILTER_ORDER)
	WebFilterChainProxy springSecurityWebFilterChainFilter(ObjectProvider<ServerWebExchangeFirewall> firewall) {
		WebFilterChainProxy webFilterChainProxy = new WebFilterChainProxy(getSecurityWebFilterChains());
		firewall.ifUnique(webFilterChainProxy::setFirewall);
		return webFilterChainProxy;
	}
```","@philwebb , can you not do same as the security folks?","['', '', '']",
42645850_5_4_1,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,4,1,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855763075,add_ref_issue_info_comment,45377.0,,"@philwebb , can you not do same as the security folks?

```
	@Bean(SPRING_SECURITY_WEBFILTERCHAINFILTER_BEAN_NAME)
	@Order(WEB_FILTER_CHAIN_FILTER_ORDER)
	WebFilterChainProxy springSecurityWebFilterChainFilter(ObjectProvider<ServerWebExchangeFirewall> firewall) {
		WebFilterChainProxy webFilterChainProxy = new WebFilterChainProxy(getSecurityWebFilterChains());
		firewall.ifUnique(webFilterChainProxy::setFirewall);
		return webFilterChainProxy;
	}
```",``,"['', '', '']",
42645850_5_4_2,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,4,2,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855763075,add_ref_issue_info_comment,45377.0,,"@philwebb , can you not do same as the security folks?

```
	@Bean(SPRING_SECURITY_WEBFILTERCHAINFILTER_BEAN_NAME)
	@Order(WEB_FILTER_CHAIN_FILTER_ORDER)
	WebFilterChainProxy springSecurityWebFilterChainFilter(ObjectProvider<ServerWebExchangeFirewall> firewall) {
		WebFilterChainProxy webFilterChainProxy = new WebFilterChainProxy(getSecurityWebFilterChains());
		firewall.ifUnique(webFilterChainProxy::setFirewall);
		return webFilterChainProxy;
	}
```","`
	@Bean(SPRING_SECURITY_WEBFILTERCHAINFILTER_BEAN_NAME)
	@Order(WEB_FILTER_CHAIN_FILTER_ORDER)
	WebFilterChainProxy springSecurityWebFilterChainFilter(ObjectProvider<ServerWebExchangeFirewall> firewall) {
		WebFilterChainProxy webFilterChainProxy = new WebFilterChainProxy(getSecurityWebFilterChains());
		firewall.ifUnique(webFilterChainProxy::setFirewall);
		return webFilterChainProxy;
	}
```","['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_5_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,5,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855780950,add_ref_issue_info_comment,45377.0,,"That will work if the `ServerWebExchangeFirewall` is set from a bean, but if the user has called `WebFilterChainProxy.setFirewall` directly (or via a post processor), it won't work.","That will work if the `ServerWebExchangeFirewall` is set from a bean, but if the user has called `WebFilterChainProxy.setFirewall` directly (or via a post processor), it won't work.","['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_6_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,6,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855805803,add_ref_issue_info_comment,45377.0,,"I think that's that was the way to override the firewall in spring security: https://github.com/spring-projects/spring-security/commit/e48d6b039baf104a6c56f4e62e0c2ff4d35a22bb
",I think that's that was the way to override the firewall in spring security: https://github.com/spring-projects/spring-security/commit/e48d6b039baf104a6c56f4e62e0c2ff4d35a22bb,"['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_7_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,7,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-2855835647,add_ref_issue_info_comment,45377.0,,"It's probably the most typical way, but I don't think it's the only way it could happen.","It's probably the most typical way, but I don't think it's the only way it could happen.","['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_8_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,8,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-4144105813,add_ref_issue_info_comment,45377.0,,"Generally speaking, Spring Security interprets the declaration of a bean to mean that all filter chains should pick it up. 

Otherwise, an application uses `ServerHttpSecurity` or constructs a `WebFilterChainProxy` directly so that a given configuration applies only to that filter chain. If the firewall is set in this way, then it wouldn't be the concern of any other `WebFilterChainProxy`, like the one created [here](https://github.com/spring-projects/spring-boot/blob/main/module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/reactive/CloudFoundryReactiveActuatorAutoConfiguration.java#L182):

```java
MatcherSecurityWebFilterChain ignoredRequestFilterChain = new MatcherSecurityWebFilterChain(
		cloudFoundryRequestMatcher, Collections.singletonList(noOpFilter));
MatcherSecurityWebFilterChain allRequestsFilterChain = new MatcherSecurityWebFilterChain(
		ServerWebExchangeMatchers.anyExchange(), Collections.singletonList(existing));
return new WebFilterChainProxy(ignoredRequestFilterChain, allRequestsFilterChain);
```

So, I believe it follows that if the firewall is declared as a bean as @alfein mentioned, the intent of the application is that it be applied to all `WebFilterChainProxy` instances and can otherwise be ignored. Are there other cases you have in mind, @philwebb?","Generally speaking, Spring Security interprets the declaration of a bean to mean that all filter chains should pick it up.","['', '', '']",
42645850_5_8_1,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,8,1,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-4144105813,add_ref_issue_info_comment,45377.0,,"Generally speaking, Spring Security interprets the declaration of a bean to mean that all filter chains should pick it up. 

Otherwise, an application uses `ServerHttpSecurity` or constructs a `WebFilterChainProxy` directly so that a given configuration applies only to that filter chain. If the firewall is set in this way, then it wouldn't be the concern of any other `WebFilterChainProxy`, like the one created [here](https://github.com/spring-projects/spring-boot/blob/main/module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/reactive/CloudFoundryReactiveActuatorAutoConfiguration.java#L182):

```java
MatcherSecurityWebFilterChain ignoredRequestFilterChain = new MatcherSecurityWebFilterChain(
		cloudFoundryRequestMatcher, Collections.singletonList(noOpFilter));
MatcherSecurityWebFilterChain allRequestsFilterChain = new MatcherSecurityWebFilterChain(
		ServerWebExchangeMatchers.anyExchange(), Collections.singletonList(existing));
return new WebFilterChainProxy(ignoredRequestFilterChain, allRequestsFilterChain);
```

So, I believe it follows that if the firewall is declared as a bean as @alfein mentioned, the intent of the application is that it be applied to all `WebFilterChainProxy` instances and can otherwise be ignored. Are there other cases you have in mind, @philwebb?","Otherwise, an application uses `ServerHttpSecurity` or constructs a `WebFilterChainProxy` directly so that a given configuration applies only to that filter chain.","['', '', '']",
42645850_5_8_2,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,8,2,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-4144105813,add_ref_issue_info_comment,45377.0,,"Generally speaking, Spring Security interprets the declaration of a bean to mean that all filter chains should pick it up. 

Otherwise, an application uses `ServerHttpSecurity` or constructs a `WebFilterChainProxy` directly so that a given configuration applies only to that filter chain. If the firewall is set in this way, then it wouldn't be the concern of any other `WebFilterChainProxy`, like the one created [here](https://github.com/spring-projects/spring-boot/blob/main/module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/reactive/CloudFoundryReactiveActuatorAutoConfiguration.java#L182):

```java
MatcherSecurityWebFilterChain ignoredRequestFilterChain = new MatcherSecurityWebFilterChain(
		cloudFoundryRequestMatcher, Collections.singletonList(noOpFilter));
MatcherSecurityWebFilterChain allRequestsFilterChain = new MatcherSecurityWebFilterChain(
		ServerWebExchangeMatchers.anyExchange(), Collections.singletonList(existing));
return new WebFilterChainProxy(ignoredRequestFilterChain, allRequestsFilterChain);
```

So, I believe it follows that if the firewall is declared as a bean as @alfein mentioned, the intent of the application is that it be applied to all `WebFilterChainProxy` instances and can otherwise be ignored. Are there other cases you have in mind, @philwebb?","If the firewall is set in this way, then it wouldn't be the concern of any other `WebFilterChainProxy`, like the one created [here](https://github.com/spring-projects/spring-boot/blob/main/module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/reactive/CloudFoundryReactiveActuatorAutoConfiguration.java#L182):

```java
MatcherSecurityWebFilterChain ignoredRequestFilterChain = new MatcherSecurityWebFilterChain(
		cloudFoundryRequestMatcher, Collections.singletonList(noOpFilter));
MatcherSecurityWebFilterChain allRequestsFilterChain = new MatcherSecurityWebFilterChain(
		ServerWebExchangeMatchers.anyExchange(), Collections.singletonList(existing));
return new WebFilterChainProxy(ignoredRequestFilterChain, allRequestsFilterChain);
```

So, I believe it follows that if the firewall is declared as a bean as @alfein mentioned, the intent of the application is that it be applied to all `WebFilterChainProxy` instances and can otherwise be ignored.","['', 'NEED', '']",
42645850_5_8_3,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,8,3,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-4144105813,add_ref_issue_info_comment,45377.0,,"Generally speaking, Spring Security interprets the declaration of a bean to mean that all filter chains should pick it up. 

Otherwise, an application uses `ServerHttpSecurity` or constructs a `WebFilterChainProxy` directly so that a given configuration applies only to that filter chain. If the firewall is set in this way, then it wouldn't be the concern of any other `WebFilterChainProxy`, like the one created [here](https://github.com/spring-projects/spring-boot/blob/main/module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/reactive/CloudFoundryReactiveActuatorAutoConfiguration.java#L182):

```java
MatcherSecurityWebFilterChain ignoredRequestFilterChain = new MatcherSecurityWebFilterChain(
		cloudFoundryRequestMatcher, Collections.singletonList(noOpFilter));
MatcherSecurityWebFilterChain allRequestsFilterChain = new MatcherSecurityWebFilterChain(
		ServerWebExchangeMatchers.anyExchange(), Collections.singletonList(existing));
return new WebFilterChainProxy(ignoredRequestFilterChain, allRequestsFilterChain);
```

So, I believe it follows that if the firewall is declared as a bean as @alfein mentioned, the intent of the application is that it be applied to all `WebFilterChainProxy` instances and can otherwise be ignored. Are there other cases you have in mind, @philwebb?","Are there other cases you have in mind, @philwebb?","['', '', '']",
42645850_5_9_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,9,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-5441520943,add_ref_issue_info_comment,45377.0,,We'd like to explore taking a similar approach to how IgnoredCloudFoundryPathsWebSecurityConfiguration does it on the servlet side by defining a new chain with higher precedence that opens up `/cloudfoundryapplication` while leaving everything else untouched.,We'd like to explore taking a similar approach to how IgnoredCloudFoundryPathsWebSecurityConfiguration does it on the servlet side by defining a new chain with higher precedence that opens up `/cloudfoundryapplication` while leaving everything else untouched.,"['ALTERNATIVES', 'ALTERNATIVES', 'ALTERNATIVES']",ALTERNATIVES
42645850_5_10_0,42645850,https://github.com/spring-projects/spring-boot/commit/ad8f14e7855aaf71063f6ae200064c6c6185be00,spring-projects,spring-boot,ad8f14e7855aaf71063f6ae200064c6c6185be00,5,10,0,ISSUE,https://github.com/spring-projects/spring-boot/issues/45377#issuecomment-5572425518,add_ref_issue_info_comment,45377.0,,"For consistency with the Servlet-based approach, we want the `SecurityWebFilterChain` for `/cloudfoundryapplication/**` to have an order of `-1`. If an application has an existing `SecurityWebFilterChain` that has both higher precedence and matches paths beneath `/cloudfoundryapplication`, it will be used to control access to `/cloudfoundryapplication`. This is a change from the current approach where the auto-configured chain that allows access to `/cloudfoundryapplication` would always be queried first.

At worst, this change in behavior will prevent access to `/cloudfoundryapplication` and can be addressed by changing the filter ordering. Given this risk, we could delay the fix until 4.2.0, however that would also leave people with firewall customization problems until November at the earliest. I'll discuss our preferred timing for fixing this with the team.","For consistency with the Servlet-based approach, we want the `SecurityWebFilterChain` for `/cloudfoundryapplication/**` to have an order of `-1`.","['GOAL, NEED', 'NEED', 'GOAL']","GOAL, NEED"
